90.57550          3.630805e-50
90.28559          3.845918e-50
90.57550          4.477367e-50
95.07792          4.731513e-50
90.57550          5.091143e-50
90.36399          5.821032e-50
89.91465          7.161434e-50
89.85462          8.810489e-50
90.01556          1.083927e-49
89.77491          1.333521e-49
89.77498          1.640590e-49
89.78834          2.018366e-49
89.93579          2.483133e-49
89.44252          3.054921e-49
89.79644          3.758374e-49
90.22030          4.623810e-49
89.90178          5.688529e-49
89.52513          6.998420e-49
89.81501          8.609938e-49
89.63842          1.059254e-48
89.82448          1.303167e-48
89.51574          1.603245e-48
88.94168          1.972423e-48
89.69064          2.426610e-48
89.04714          2.985383e-48
89.33346          3.672823e-48
89.04893          4.518559e-48
89.72142          5.559043e-48
89.92696          6.839116e-48
89.84025          8.413951e-48
89.78100          1.035142e-47
89.53035          1.273503e-47
90.17783          1.566751e-47
90.22419          1.927525e-47
90.09283          2.371374e-47
89.94215          2.917427e-47
90.52848          3.589219e-47
90.57550          3.746265e-47
94.32395          4.415704e-47
90.57550          4.952919e-47
90.43936          5.432503e-47
90.48009          6.683439e-47
90.11202          8.222426e-47
89.87320          1.011579e-46
90.09426          1.244515e-46
89.59244          1.531087e-46
89.52355          1.883649e-46
89.41423          2.317395e-46
89.46730          2.851018e-46
89.79720          3.507519e-46
89.76584          4.315191e-46
89.53765          5.308844e-46
90.57550          6.460069e-46
91.23001          6.531306e-46
90.57550          6.683467e-46
89.96725          8.035261e-46
90.57550          8.467014e-46
99.53221          9.885531e-46
100.00485          1.011480e-45
110.41583          1.112398e-45
116.49237          1.216186e-45
121.91065          1.345884e-45
134.60214          1.433284e-45
142.24471          1.496236e-45
148.61487          1.539187e-45
162.86557          1.840772e-45
164.08639          1.873383e-45
181.16857          2.031063e-45
200.02909          2.207250e-45
220.85308          2.202074e-45
225.47871          2.264644e-45
228.58983          2.786121e-45
240.50465          3.427678e-45
226.65184          4.216965e-45
220.85308          4.527855e-45
214.51796          5.188000e-45
220.85308          6.125602e-45
241.83100          5.188000e-45
243.84494          5.125533e-45
244.84427          5.188000e-45
259.99865          6.382635e-45
243.84494          7.163216e-45
229.06517          7.852356e-45
236.65389          9.660509e-45
243.72363          1.188502e-44
243.84494          1.190284e-44
269.23037          1.422066e-44
297.25855          1.452192e-44
298.87375          1.462177e-44
328.20459          1.621684e-44
345.26647          1.462177e-44
362.37227          1.350183e-44
378.26726          1.188502e-44
362.37227          1.066914e-44
350.34449          9.660509e-45
362.37227          9.305917e-45
393.41433          9.660509e-45
400.09696          9.916481e-45
402.59860          9.660509e-45
441.74898          8.660785e-45
487.73717          7.926090e-45
493.65646          7.852356e-45
516.84936          6.382635e-45
521.45943          5.188000e-45
487.73717          4.701826e-45
441.74898          4.642472e-45
417.07062          4.216965e-45
400.09696          3.968626e-45
372.21596          3.427678e-45
396.81982          2.786121e-45
400.09696          2.718802e-45
406.66429          2.264644e-45
406.03042          1.840772e-45
404.06753          1.496236e-45
400.09696          1.247363e-45
398.73503          1.216186e-45
400.09696          1.201294e-45
408.00758          9.885531e-46
404.84227          8.035261e-46
400.09696          7.661444e-46
385.64800          6.531306e-46
385.22173          5.308844e-46
385.12374          4.315191e-46
385.50889          3.507519e-46
374.81774          2.851018e-46
385.90826          2.317395e-46
400.09696          2.130950e-46
413.27164          1.883649e-46
405.14639          1.531087e-46
410.83354          1.244515e-46
413.53227          1.011579e-46
424.27489          8.222426e-47
428.70380          6.683439e-47
421.76266          5.432503e-47
422.20322          4.415704e-47
409.82513          3.589219e-47
441.74898          3.114000e-47
447.27045          2.917427e-47
447.38230          2.371374e-47
441.74898          2.166645e-47
433.00798          1.927525e-47
441.74898          1.843489e-47
469.64294          1.566751e-47
441.74898          1.356319e-47
431.10685          1.273503e-47
435.87699          1.035142e-47
441.74898          9.834191e-48
452.94374          8.413951e-48
448.61261          6.839116e-48
475.81994          5.559043e-48
476.95562          4.518559e-48
480.74613          3.672823e-48
487.73717          3.279707e-48
492.96976          2.985383e-48
487.73717          2.789246e-48
481.90136          2.426610e-48
487.73717          2.219471e-48
506.80376          1.972423e-48
512.94269          1.603245e-48
532.64626          1.303167e-48
531.66586          1.059254e-48
538.51295          9.050832e-49
540.50016          8.609938e-49
580.32536          6.998420e-49
569.28306          5.688529e-49
594.57474          4.862171e-49
600.90926          4.623810e-49
594.57474          4.436868e-49
567.97129          3.758374e-49
593.66451          3.054921e-49
579.11112          2.483133e-49
594.19772          2.018366e-49
556.62486          1.640590e-49
538.51295          1.510829e-49
523.91504          1.333521e-49
487.73717          1.193342e-49
471.32791          1.083927e-49
441.74898          8.895839e-50
439.23409          8.810489e-50
400.09696          8.370253e-50
366.71819          7.161434e-50
362.37227          7.013575e-50
358.03340          7.161434e-50
328.20459          8.063144e-50
307.67223          7.161434e-50
297.25855          6.470336e-50
269.23037          6.664527e-50
243.84494          7.011152e-50
220.85308          6.657991e-50
200.02909          6.670636e-50
181.40673          5.821032e-50
181.16857          5.809367e-50
180.82479          5.821032e-50
164.08639          6.438017e-50
148.61487          6.826356e-50
134.60214          6.154169e-50
131.59083          5.821032e-50
121.91065          5.125463e-50
110.41583          4.734288e-50
110.28047          4.731513e-50
100.00485          3.961049e-50
99.42259          3.845918e-50
90.57550          3.630805e-50
