181.16857          7.150290e-50
180.60671          7.161434e-50
164.08639          8.273702e-50
148.61487          8.564926e-50
138.34903          8.810489e-50
134.60214          9.254042e-50
122.52042          1.083927e-49
121.91065          1.095267e-49
110.41583          1.270772e-49
108.61880          1.333521e-49
104.56509          1.640590e-49
106.42797          2.018366e-49
110.41583          2.273509e-49
112.01936          2.483133e-49
116.39532          3.054921e-49
119.28699          3.758374e-49
121.91065          4.410551e-49
134.60214          3.976677e-49
140.15695          4.623810e-49
144.78486          5.688529e-49
148.61487          5.935549e-49
153.36517          6.998420e-49
160.21796          8.609938e-49
164.08639          9.195218e-49
173.14024          1.059254e-48
181.16857          1.211914e-48
185.46976          1.303167e-48
186.33733          1.603245e-48
181.16857          1.891488e-48
179.15193          1.972423e-48
178.04823          2.426610e-48
173.89851          2.985383e-48
173.37876          3.672823e-48
164.08639          4.308868e-48
162.60773          4.518559e-48
164.08639          4.686579e-48
171.90365          5.559043e-48
164.08639          6.616383e-48
162.36362          6.839116e-48
160.93776          8.413951e-48
163.25780          1.035142e-47
161.68931          1.273503e-47
153.34518          1.566751e-47
164.08639          1.767290e-47
176.52407          1.927525e-47
164.08639          2.356495e-47
154.63553          2.371374e-47
164.08639          2.493425e-47
166.87431          2.917427e-47
181.16857          3.331279e-47
189.30726          3.589219e-47
200.02909          4.314051e-47
202.19592          4.415704e-47
200.02909          4.933064e-47
198.86006          5.432503e-47
200.02909          5.565751e-47
210.56589          6.683439e-47
220.85308          7.564553e-47
226.10938          8.222426e-47
228.91125          1.011579e-46
234.98591          1.244515e-46
238.54715          1.531087e-46
243.84494          1.832866e-46
269.23037          1.839176e-46
275.07832          1.883649e-46
269.23037          2.032816e-46
260.55824          2.317395e-46
269.23037          2.478469e-46
277.77693          2.317395e-46
297.25855          2.085713e-46
328.20459          1.909027e-46
329.06061          1.883649e-46
330.30563          1.531087e-46
328.99415          1.244515e-46
328.20459          1.224049e-46
314.66291          1.011579e-46
328.20459          9.062569e-47
335.62673          8.222426e-47
328.20459          6.753958e-47
327.64978          6.683439e-47
328.20459          6.617291e-47
335.46344          5.432503e-47
328.20459          4.995614e-47
319.23075          4.415704e-47
322.31128          3.589219e-47
324.36493          2.917427e-47
328.20459          2.775328e-47
337.85342          2.371374e-47
333.59543          1.927525e-47
336.34248          1.566751e-47
345.97812          1.273503e-47
350.91667          1.035142e-47
354.31650          8.413951e-48
362.37227          7.582040e-48
367.65936          6.839116e-48
374.11521          5.559043e-48
379.96627          4.518559e-48
388.71106          3.672823e-48
400.09696          3.127038e-48
402.40064          2.985383e-48
403.79394          2.426610e-48
416.90448          1.972423e-48
416.92959          1.603245e-48
429.36830          1.303167e-48
441.74898          1.087103e-48
442.89447          1.059254e-48
443.20507          8.609938e-49
469.36516          6.998420e-49
464.19389          5.688529e-49
487.73717          4.868473e-49
491.97223          4.623810e-49
487.73717          4.193330e-49
477.41225          3.758374e-49
487.73717          3.546285e-49
501.93072          3.054921e-49
500.01680          2.483133e-49
487.73717          2.248735e-49
481.64049          2.018366e-49
468.48423          1.640590e-49
457.41372          1.333521e-49
441.74898          1.188811e-49
417.67183          1.083927e-49
400.09696          1.042310e-49
362.37227          1.025804e-49
338.40052          8.810489e-50
328.20459          8.692874e-50
297.25855          8.805072e-50
297.11691          8.810489e-50
269.23037          9.659131e-50
251.86974          8.810489e-50
243.84494          8.671270e-50
220.85308          8.108013e-50
200.02909          8.440051e-50
181.54956          7.161434e-50
181.16857          7.150290e-50
